id,age,gender,height,weight,body_fat,diastolic,systolic,grip_force,sit_bend_forward,sit_ups,broad_jump
11638,24,F,168.1,60.6,22.3,75.0,120,34.7,21.6,52.0,179.0
6217,21,M,174.6,80.5,21.4,68.0,117,57.0,21.6,57.0,242.0
1600,23,F,163.7,58.0,25.6,62.0,103,28.5,22.1,43.0,182.0
7035,50,M,175.0,81.3,18.5,80.0,123,51.1,18.3,45.0,202.0
10053,29,F,165.7,56.9,20.3,67.0,112,27.8,26.7,46.0,171.0
6865,25,M,173.9,70.2,11.94574,76.0,138,51.2,22.3,62.0,241.0
12767,23,M,167.4,57.5,14.2,94.0,148,39.7,17.1,58.0,231.0
2054,21,F,161.1,50.6,24.0,70.0,116,23.6,26.8,51.0,160.0
119,22,M,183.5,76.9,15.7,86.0,143,40.9,22.8,56.0,253.0
13300,61,M,165.9,63.6,18.3,74.0,144,40.9,17.7,46.0,211.0
1190,59,M,168.1,71.1,17.2,94.0,158,42.5,17.6,47.0,187.0
5589,30,F,168.3,60.5,19.8,73.0,112,32.1,19.6,44.0,198.0
11906,30,F,161.8,59.4,24.4,84.0,130,30.7,24.6,43.0,164.0
4925,55,M,174.0,80.9,22.9,81.0,147,55.3,16.6,42.0,209.0
10637,24,F,159.8,48.8,18.2,77.0,117,31.2,29.2,45.0,192.0
4789,24,F,163.0,59.5,29.2,61.0,109,29.4,21.9,50.0,174.0
10845,41,M,168.0,65.5,18.7,84.0,120,43.1,17.0,56.0,236.0
1501,31,F,165.3,51.2,20.5,65.0,115,23.4,20.6,32.0,156.0
7444,26,M,177.0,69.5,11.2,71.0,128,51.4,20.0,65.0,279.0
12376,56,F,152.3,46.7,18.4,79.0,128,30.2,24.0,43.0,140.0
8034,41,M,172.6,68.9,17.3,67.0,131,43.9,18.2,52.0,226.0
12762,39,F,159.1,52.6,24.6,80.0,114,25.2,20.8,47.0,174.0
12217,23,F,165.5,53.5,19.1,69.0,139,31.8,31.1,50.0,208.0
7195,27,M,168.0,70.8,12.5,70.0,120,59.4,17.8,70.0,269.0
12945,24,M,171.0,69.0,15.5,89.0,159,50.0,26.2,63.0,235.0
3461,61,F,156.3,58.3,35.6,67.0,142,21.5,26.6,23.0,132.0
7716,23,M,167.4,61.54,8.8,90.0,153,59.1,28.1,67.0,247.0
93,25,M,171.2,65.1,11.8,67.0,127,45.1,22.2,54.0,239.0
4420,26,M,172.7,71.3,19.2,80.0,154,53.3,22.3,56.0,243.0
1835,30,M,184.0,87.0,19.6,82.0,126,57.0,17.5,52.0,252.0
1302,29,F,158.5,51.3,25.0,73.0,118,25.3,26.5,43.0,157.0
2960,60,M,172.3,68.7,15.0,88.0,157,35.3,18.2,33.0,191.0
7409,48,M,159.7,59.4,18.9,76.0,122,42.1,14.5,50.0,228.0
10947,33,M,176.5,84.2,17.2,79.0,132,51.9,25.2,47.0,250.0
3240,34,M,173.0,71.1,14.9,96.0,155,45.9,24.6,58.0,225.0
5396,40,M,166.7,62.8,17.9,83.0,133,35.6,14.7,45.0,237.0
8390,41,M,174.0,69.1,12.0,80.0,98,42.2,24.4,66.0,244.0
5450,25,F,154.3,47.2,25.3,67.0,110,27.3,22.0,37.0,190.0
5089,43,F,166.7,55.4,22.7,72.0,125,30.3,27.4,32.0,163.0
9560,38,F,158.2,45.5,26.2,67.0,123,25.0,23.1,32.0,158.0
7792,25,M,171.9,75.7,21.7,85.0,130,52.2,17.4,59.0,244.0
1461,30,M,175.9,66.2,14.9,74.0,121,47.3,21.4,52.0,225.0
3577,25,M,168.9,79.66,16.5,74.0,127,47.3,24.8,55.0,245.0
5838,32,M,175.0,73.0,12.1,71.0,134,48.0,22.0,55.0,243.0
6016,33,M,166.7,62.9,15.4,75.0,125,35.7,26.0,48.0,225.0
231,51,M,172.4,75.6,23.3,83.0,120,47.4,22.4,55.0,211.0
1718,23,F,163.9,53.2,25.5,76.0,117,31.6,21.1,43.0,188.0
6222,61,M,172.9,70.2,24.2,83.0,140,36.7,22.2,34.0,181.0
8994,62,M,171.1,55.0,12.5,69.0,121,40.1,15.2,36.0,183.0
5880,63,M,165.9,65.8,21.8,73.0,120,31.1,12.8,35.0,186.0
6581,23,M,166.0,66.6,11.2,81.0,128,34.2,27.3,62.0,223.0
1382,26,F,155.5,54.66,24.7,57.0,107,25.4,27.8,37.0,169.0
6064,26,M,177.2,78.2,21.4,92.0,133,54.0,16.0,58.0,218.0
7427,39,F,162.2,54.4,19.1,77.0,136,29.4,26.7,43.0,179.0
3034,27,M,172.3,72.3,9.8,50.0,112,44.3,18.2,72.0,236.0
5782,32,M,175.7,75.6,9.3,76.0,130,58.4,20.9,64.0,245.0
6262,22,F,155.0,48.4,30.8,90.0,117,22.5,25.8,39.0,167.0
13351,28,M,174.5,71.3,12.1,81.0,122,55.1,21.2,59.0,230.0
4298,50,F,161.2,52.1,25.1,61.0,112,27.0,21.7,24.0,145.0
1014,21,F,164.5,54.02,24.7,72.0,142,24.7,22.6,45.0,176.0
12007,29,M,173.5,60.6,11.4,85.0,140,49.3,22.2,55.0,247.0
4393,31,F,165.7,57.86,26.4,70.0,112,27.7,27.0,36.0,171.0
6900,51,M,166.2,70.84,22.3,83.0,121,48.2,15.7,42.0,209.0
1104,55,F,156.4,54.3,27.5,74.0,100,32.1,19.5,43.0,154.0
314,25,M,184.0,75.7,9.2,87.0,130,51.5,21.8,58.0,230.0
400,59,M,165.7,57.6,13.6,60.0,124,33.0,13.5,41.0,186.0
13153,51,M,166.5,63.5,19.0,69.0,123,34.1,17.1,52.0,210.0
8659,30,M,174.5,81.8,20.2,81.0,114,56.2,16.3,65.0,232.0
6801,37,F,167.0,57.3,21.2,72.0,115,25.4,28.1,31.0,145.0
5135,25,M,173.6,74.0,11.0,65.0,129,49.1,27.5,67.0,213.0
8094,43,F,156.4,50.0,19.3,73.0,123,32.4,23.8,34.0,175.0
1206,26,M,178.0,70.5,11.9,80.0,120,57.5,26.2,65.0,250.0
11989,31,M,175.2,73.9,11.7,73.0,112,50.4,21.0,52.0,225.0
8978,58,F,153.4,54.76,28.5,72.0,129,24.3,20.3,33.0,150.0
5883,31,F,165.1,51.1,21.1,61.0,106,28.6,27.8,38.0,188.0
7090,30,M,171.3,70.1,15.4,69.0,118,44.6,26.5,50.0,238.0
5407,39,M,176.8,77.9,15.7,75.0,129,48.1,15.1,49.0,217.0
9404,21,F,161.0,63.5,30.4,74.0,133,30.2,22.9,48.0,195.0
4643,62,M,169.5,72.1,21.3,87.0,113,45.4,16.7,37.0,142.0
1677,27,F,158.6,56.52,30.9,74.0,117,32.8,19.2,35.0,180.0
2440,22,F,160.5,50.48,26.7,71.0,123,22.8,26.0,43.0,188.0
4385,34,M,181.0,68.6,14.3,79.0,134,49.8,17.4,59.0,254.0
8021,40,M,174.4,74.7,18.0,87.0,138,46.9,22.4,47.0,233.0
291,27,F,164.6,56.9,29.4,68.0,148,26.8,19.9,51.0,183.0
6962,26,F,165.0,62.8,18.6,60.0,113,33.6,26.7,69.0,218.0
7236,27,M,174.6,66.3,13.3,93.0,147,58.6,17.0,53.0,244.0
2340,26,F,157.7,52.9,26.8,76.0,125,32.1,19.0,47.0,173.0
1368,27,F,172.7,72.8,28.9,86.0,147,34.7,22.1,59.0,165.0
7724,63,M,167.7,78.5,25.9,96.0,154,43.1,17.8,33.0,194.0
6290,45,M,169.6,70.1,22.2,84.0,154,47.4,23.7,50.0,214.0
5174,34,F,162.0,52.3,21.6,85.0,120,38.0,29.4,62.0,203.0
6779,50,F,155.7,53.5,30.8,80.0,138,25.4,22.6,27.0,158.0
181,23,F,163.8,57.5,31.7,84.0,127,32.9,28.8,43.0,164.0
1328,30,F,163.6,56.3,13.9,75.0,116,28.0,21.1,40.0,185.0
8286,31,M,169.2,67.0,19.7,80.0,131,45.4,30.6,61.0,230.0
2469,21,M,177.6,75.6,21.8,85.0,138,40.7,20.2,63.0,231.0
2081,21,F,169.8,67.0,30.1,76.0,115,28.6,30.2,39.0,183.0
5448,64,F,153.0,52.3,31.9,70.0,140,22.1,28.4,18.0,125.0
13256,44,M,168.9,53.2,6.6,80.0,132,45.3,15.2,53.0,226.0
2616,25,M,166.2,73.2,15.7,60.0,114,44.9,28.6,60.0,251.0
7616,36,M,171.1,69.5,14.0,76.0,135,44.0,18.3,57.0,225.0
5599,26,F,160.0,46.86,21.3,72.0,108,22.8,26.9,48.0,173.0
9436,31,F,164.3,52.2,25.4,71.0,114,24.1,20.0,40.0,171.0
9906,59,M,171.4,70.7,26.1,73.0,125,38.7,16.8,39.0,186.0
11027,21,M,169.9,70.6,14.3,75.0,136,39.3,19.2,60.0,246.0
8514,28,F,157.3,53.8,26.1,83.0,143,28.4,21.1,41.0,165.0
4855,56,F,152.1,55.7,34.8,75.0,142,27.4,24.0,23.0,166.0
3610,55,F,151.7,53.8,29.0,90.0,148,28.4,20.3,24.0,146.0
6496,27,M,170.1,63.5,12.0,69.0,110,50.4,17.1,57.0,244.0
4862,30,F,162.6,59.6,24.2,67.0,133,31.1,24.6,42.0,177.0
8241,36,M,173.0,73.44,15.1,77.0,121,51.4,23.0,54.0,232.0
1819,23,F,165.4,47.4,18.4,56.0,99,25.7,20.8,36.0,202.0
6463,26,M,171.3,69.2,17.8,92.0,158,52.3,17.6,56.0,225.0
10834,22,M,176.9,75.3,15.4,72.0,140,47.9,16.7,61.0,228.0
1678,49,F,154.1,50.7,26.7,90.0,121,24.2,20.5,34.0,151.0
2455,21,F,158.5,48.8,22.5,61.0,102,29.1,21.7,36.0,169.0
13267,27,M,171.5,64.0,16.2,75.0,114,42.2,16.9,53.0,240.0
8920,37,M,179.8,76.1,14.2,80.0,155,54.2,19.1,58.0,229.0
8707,24,F,157.8,51.7,25.2,78.0,113,26.1,24.2,50.0,187.0
9895,29,M,177.9,73.3,13.1,80.0,150,47.1,18.0,57.0,260.0
631,42,F,165.4,65.9,15.7522,77.0,118,38.5,26.2,50.0,184.0
12842,25,M,178.2,80.6,17.2,84.0,151,52.7,22.6,54.0,254.0
8110,58,M,175.6,67.7,18.2,66.0,132,40.4,22.8,38.0,241.0
9721,27,M,171.2,71.3,14.8,57.0,109,55.7,18.1,60.0,247.0
2857,49,F,164.3,58.2,26.9,59.0,109,30.4,19.2,36.0,167.0
6430,26,M,174.9,75.6,14.3,54.0,118,54.6,16.6,58.0,227.0
9869,31,M,169.4,67.3,20.5,84.0,132,43.8,19.4,48.0,247.0
6558,33,M,180.7,69.0,13.2,64.0,116,48.4,20.0,52.0,248.0
212,22,F,169.2,53.2,16.0,66.0,103,30.0,27.1,54.0,202.0
7251,32,M,173.2,71.0,14.7,71.0,103,54.2,18.4,55.0,244.0
3670,30,M,186.0,76.0,15.8,78.0,149,51.8,22.9,54.0,241.0
5497,42,M,162.3,67.3,18.0,64.0,130,48.5,15.2,52.0,219.0
1992,24,M,178.6,67.6,13.4,80.0,128,49.4,19.6,55.0,212.0
7323,23,M,177.4,73.62,12.2,76.0,154,43.5,22.0,64.0,271.0
7604,24,M,172.0,72.0,15.6,61.0,116,56.8,16.5,55.0,253.0
9601,26,M,170.1,67.4,15.0,67.0,139,47.9,20.3,62.0,204.0
9271,22,F,160.9,48.2,24.0,79.0,107,23.2,20.0,47.0,203.0
12470,35,M,172.2,73.3,12.5,82.0,133,47.4,21.4,53.0,249.0
8039,37,M,180.3,86.3,26.4,74.0,111,53.9,19.1,50.0,235.0
9568,62,M,178.8,78.5,19.6,95.0,147,44.7,15.1,32.0,186.0
3788,23,F,167.7,58.2,26.2,77.0,139,26.98,22.6,66.0,191.0
11193,22,F,162.5,53.8,23.6,84.0,134,30.8,24.6,44.0,201.0
3223,28,F,165.2,54.1,27.0,91.0,120,32.8,19.0,35.0,158.0
8179,24,M,173.0,73.6,11.9,65.0,133,57.1,22.1,59.0,255.0
8827,24,M,173.0,67.6,16.8,79.0,129,43.9,17.1,60.0,248.0
3780,29,F,163.1,54.1,21.3,69.0,110,27.6,25.9,61.0,202.0
12692,30,M,167.6,70.2,25.7,74.0,131,41.4,15.8,55.0,222.0
10861,31,M,175.3,72.9,21.3,81.0,134,45.6,19.0,51.0,241.0
11623,21,F,161.8,50.3,25.4,76.0,116,24.6,23.9,43.0,180.0
11435,21,M,173.7,71.6,16.0,64.0,106,52.2,18.6,57.0,258.0
1682,26,M,170.3,72.8,15.3,75.0,123,48.1,17.2,58.0,266.0
9667,35,M,176.7,76.5,18.8,80.0,141,38.5,22.5,56.0,228.0
7132,64,M,169.2,76.6,17.3,86.0,160,44.6,14.8,46.0,165.0
10829,26,F,166.9,64.8,26.8,76.0,130,35.0,23.2,44.0,171.0
11546,26,M,169.4,68.5,12.7,85.0,128,45.7,20.0,63.0,250.0
13242,45,F,161.9,63.5,26.2,59.0,111,32.4,19.0,30.0,168.0
3503,27,F,166.1,58.2,26.1,61.0,118,29.1,28.6,40.0,187.0
1972,42,F,160.0,51.5,21.2,72.0,112,21.8,26.2,34.0,161.0
3334,57,F,167.9,58.8,24.0,66.0,131,29.7,22.9,34.0,164.0
12225,32,M,177.1,72.9,17.4,69.0,119,52.2,22.5,54.0,222.0
10146,62,F,158.3,58.8,28.3,80.0,128,26.7,21.3,19.0,137.0
275,36,F,166.5,53.7,25.9,84.0,130,27.4,18.9,40.0,186.0
12090,38,M,178.0,68.7,12.9,71.0,127,45.1,20.1,46.0,230.0
4178,51,M,165.9,59.9,16.7,60.0,111,35.0,18.0,41.0,181.0
4612,53,F,170.0,58.4,18.4,99.0,124,25.4,28.5,41.0,157.0
4454,48,F,163.1,63.1,28.0,65.0,118,30.4,34.0,34.0,154.0
8626,25,F,163.3,58.8,31.7,89.0,133,24.3,23.0,51.0,182.0
8515,60,F,152.5,48.1,24.9,94.0,152,23.3,22.7,32.0,158.0
7967,40,M,165.9,73.8,13.1,73.0,135,51.9,26.0,55.0,212.0
4157,53,F,158.4,51.7,22.7,70.0,110,24.5,20.4,30.0,155.0
3067,52,F,161.5,54.2,23.5,76.0,153,27.5,24.6,37.0,175.0
6339,23,F,158.2,56.5,31.0,70.0,116,29.4,25.3,49.0,179.0
7976,25,F,170.1,62.1,30.1,71.0,103,29.5,19.8,42.0,193.0
5291,62,M,164.3,65.86,18.5,69.0,112,34.3,11.8,38.0,169.0
6855,46,F,162.3,61.2,21.7,78.0,123,31.3,22.5,38.0,163.0
1622,28,F,157.4,48.6,19.6,71.0,120,32.3,18.5,39.0,169.0
9199,25,M,174.9,72.1,16.2,62.0,126,49.4,26.2,53.0,226.0
5902,29,M,170.6,66.0,21.2,83.0,121,43.8,16.1,52.0,236.0
6202,32,M,182.3,78.72,14.8,88.0,152,53.2,17.4,56.0,238.0
13233,23,F,155.5,55.0,26.2,66.0,103,30.9,29.4,53.0,200.0
11536,35,F,164.4,57.8,26.9,63.0,102,37.9,24.5,33.0,187.0
8644,54,M,176.5,75.3,18.4,85.0,132,50.0,28.4,45.0,229.0
11507,26,M,174.1,69.1,8.0,71.0,133,45.8,19.1,67.0,231.0
13047,24,M,173.0,65.3,9.5,64.0,103,46.7,24.2,58.0,254.0
11860,32,F,162.3,50.8,19.5,58.0,101,28.9,18.8,52.0,163.0
5670,26,M,174.2,73.2,18.0,91.0,150,39.3,16.9,61.0,218.0
4302,34,F,170.3,58.2,21.8,62.0,118,29.9,28.5,44.0,195.0
701,29,M,187.0,85.3,14.6,95.0,151,54.5,17.0,59.0,234.0
6585,29,M,173.7,76.1,17.3,73.0,133,51.1,16.2,67.0,247.0
8901,34,M,172.2,67.7,21.4,72.0,124,42.8,14.9,59.0,230.0
3720,31,F,160.2,57.4,29.3,75.0,129,29.7,18.2,35.0,181.0
3876,29,F,161.8,63.2,29.6,76.0,122,35.2,26.8,56.0,224.0
2122,28,M,171.4,79.8,18.7,64.0,136,46.6,22.9,66.0,258.0
12817,27,F,164.6,52.8,25.4,82.0,111,28.1,19.3,51.0,192.0
12293,40,M,177.1,68.3,14.6,87.0,142,46.0,17.3,50.0,256.0
9093,31,F,162.8,60.5,29.7,71.0,130,29.1,23.5,38.0,179.0
9718,35,M,176.6,78.0,14.1,86.0,136,52.6,27.3,64.0,244.0
1847,23,F,163.0,63.9,27.9,75.0,125,31.5,29.5,43.0,174.0
10617,22,F,157.1,52.1,31.3,78.0,122,24.0,22.8,47.0,174.0
1057,28,F,168.5,56.2,22.0,88.0,127,27.9,23.4,46.0,189.0
5265,26,M,175.0,71.7,10.7,81.0,133,44.7,23.4,53.0,234.0
2608,33,M,171.7,71.62,21.0,65.0,116,51.3,23.8,47.0,224.0
12940,25,M,175.2,72.1,15.0,73.0,138,49.9,17.1,56.0,231.0
4225,50,M,156.7,56.1,20.0,99.0,156,37.1,21.2,55.0,208.0
6311,62,F,148.9,43.4,23.5,72.0,130,18.6,20.7,36.0,129.0
725,60,F,169.3,61.3,26.1,79.0,131,31.9,22.8,30.0,164.0
5570,21,F,164.0,59.1,25.8,71.0,114,28.8,24.5,57.0,190.0
10713,29,M,166.8,67.2,23.7,59.0,116,53.1,23.5,63.0,223.0
12001,25,M,175.0,72.0,16.1,77.0,116,50.1,20.0,62.0,221.0
10279,21,F,165.5,64.9,25.7,74.0,120,35.4,26.5,57.0,197.0
2961,29,F,157.3,50.9,21.4,65.0,120,22.7,21.4,40.0,185.0
4280,42,M,169.3,65.1,20.8,81.0,122,42.0,25.3,49.0,219.0
7231,31,M,174.3,72.7,11.4,69.0,122,60.9,16.8,60.0,256.0
2196,24,M,166.8,70.0,13.0,81.0,134,50.4,16.7,60.0,244.0
4578,34,M,169.1,74.5,21.2,68.0,119,47.6,16.3,50.0,232.0
13181,23,M,169.6,65.1,16.3,80.0,132,39.6,19.6,56.0,230.0
5362,54,M,169.4,71.2,17.08,96.0,156,52.7,19.3,44.0,200.0
9961,37,M,172.6,75.12,16.8,85.0,141,50.3,18.0,49.0,226.0
297,63,M,160.5,68.2,28.7,84.0,193,37.1,14.3,31.0,174.0
8813,47,M,173.5,66.7,19.1,91.0,145,51.2,25.5,51.0,221.0
11911,21,F,162.0,50.8,23.4,76.0,107,23.7,24.6,50.0,211.0
6178,25,F,161.9,57.1,36.9,95.0,143,28.7,23.6,38.0,161.0
5389,25,F,163.2,52.3,18.7,68.0,111,28.7,26.0,56.0,201.0
3082,25,M,174.8,68.5,15.2,80.0,120,40.4,21.2,60.0,228.0
11192,30,M,172.9,76.2,20.2,87.0,140,47.9,20.9,55.0,241.0
11923,24,F,158.0,49.6,19.4,88.0,130,23.3,26.9,48.0,176.0
10035,26,M,171.5,72.1,18.4,82.0,134,46.5,18.3,62.0,241.0
8409,26,M,170.3,74.3,16.0,92.0,144,48.6,25.1,52.0,234.0
8966,27,F,157.0,49.1,30.7,70.0,86,27.7,19.7,51.0,167.0
6812,42,F,153.5,47.2,23.7,76.0,144,28.5,25.5,35.0,162.0
12847,25,M,170.8,60.7,13.5,75.0,149,38.6,19.7,56.0,225.0
51,48,M,169.8,75.4,14.7,94.0,149,51.4,24.7,55.0,246.0
13322,41,M,170.7,70.6,14.1,80.0,139,41.6,24.6,47.0,237.0
3762,56,F,166.6,61.3,24.3,78.0,117,33.2,26.1,26.0,157.0
8553,24,M,166.5,65.6,18.2,82.0,132,46.4,24.4,59.0,223.0
6516,27,F,163.1,52.62,12.8,74.0,109,28.1,24.1,53.0,216.0
4531,22,F,159.5,60.9,29.4,67.0,119,26.4,28.5,54.0,214.0
12597,30,M,168.6,69.64,21.9,99.0,137,43.7,20.9,59.0,242.0
10075,32,M,173.9,78.4,10.7,80.0,133,59.9,20.36,53.0,266.0
1502,24,M,162.6,58.1,12.7,76.0,133,41.8,20.5,59.0,242.0
8840,61,F,149.5,57.0,32.8,89.0,148,26.1,21.9,20.0,125.0
9889,22,M,174.1,64.1,13.7,79.0,142,41.5,16.2,58.0,251.0
4041,22,M,166.5,67.0,22.2,72.0,133,37.8,17.2,63.0,237.0
13080,21,M,185.3,79.3,14.0,97.0,153,52.5,16.7,56.0,265.0
11727,61,M,160.7,67.5,28.9,95.0,141,38.4,13.7,37.0,187.0
5162,49,M,170.2,69.7,20.6,99.0,156,43.4,19.5,45.0,206.0
11858,25,F,168.2,61.0,27.2,87.0,135,26.2,20.9,46.0,165.0
5972,45,M,174.5,68.1,19.6,82.0,150,44.2,17.9,46.0,209.0
3038,26,M,184.6,78.2,9.7,84.0,143,55.6,18.4,58.0,275.0
5598,21,F,160.9,48.04,18.4,69.0,102,25.0,21.5,42.0,170.0
12696,30,M,160.6,53.3,17.4,79.0,123,41.9,14.3,71.0,241.0
9966,33,F,164.0,63.6,25.1,70.0,123,27.7,21.1,57.0,207.0
12849,21,F,161.0,54.2,30.2,86.0,130,22.6,26.4,61.0,152.0
5040,33,M,175.1,80.6,28.3,94.0,138,50.2,15.5,50.0,215.0
11410,22,F,156.3,54.9,29.4,78.0,127,26.0,26.4,41.0,183.0
10032,36,M,171.3,73.8,20.7,72.0,131,55.2,20.5,50.0,220.0
3910,25,F,157.4,56.8,24.6,63.0,101,26.7,22.7,54.0,175.0
1837,60,M,159.0,64.8,26.3,78.0,123,40.3,13.9,31.0,185.0
12334,39,F,161.8,62.1,23.6,78.0,121,24.7,29.0,35.0,154.0
2120,34,M,171.1,66.3,13.8,77.0,135,40.4,17.9,55.0,245.0
1353,41,M,172.0,68.3,15.1,64.0,135,46.0,25.3,59.0,223.0
11696,24,M,176.3,73.0,15.4,89.0,129,46.2,21.1,59.0,256.0
2100,27,M,170.8,68.8,14.7,74.0,129,43.8,21.8,59.0,238.0
8672,42,M,180.0,68.3,17.3,91.0,140,43.2,14.3,45.0,215.0
11034,60,M,161.1,57.5,15.7,74.0,156,35.2,17.4,31.0,157.0
7844,30,M,182.7,78.3,13.7,90.0,138,46.0,24.7,48.0,247.0
4828,64,F,159.9,56.7,26.4,79.0,122,25.4,21.9,23.0,142.0
4704,36,M,169.6,65.2,15.9,86.0,140,43.3,21.0,59.0,216.0
7826,48,F,157.4,54.1,20.8,73.0,125,31.9,25.9,34.0,147.0
5707,54,M,164.0,66.7,21.9,68.0,146,41.3,20.9,40.0,210.0
620,21,M,171.0,67.3,11.0,67.0,120,49.7,22.5,57.0,260.0
6685,37,F,162.6,54.1,28.8,94.0,132,28.4,25.1,47.0,165.0
10742,25,M,181.7,75.0,15.4,76.0,129,49.5,17.2,57.0,248.0
6066,21,F,157.8,57.9,25.9,61.0,92,26.6,25.1,54.0,190.0
354,40,F,159.1,50.4,16.6,67.0,115,28.7,25.7,32.0,162.0
12554,24,F,159.1,57.3,24.6,59.0,114,27.4,27.4,36.0,163.0
4687,21,F,160.6,59.0,24.8,80.0,127,33.4,24.4,45.0,210.0
12882,21,F,159.3,49.3,21.3,63.0,109,26.7,21.8,36.0,180.0
2739,40,M,189.3,93.2,16.5,93.0,146,62.1,22.3,51.0,255.0
6666,24,M,178.1,71.6,10.1,89.0,125,49.1,16.3,55.0,251.0
3672,61,F,158.4,54.7,27.8,73.0,145,23.1,21.0,17.0,139.0
11390,48,F,168.8,59.7,26.6,70.0,120,26.2,25.5,45.0,169.0
2369,64,M,164.3,66.82,15.8,78.0,141,43.3,19.3,41.0,178.0
6531,32,M,170.4,85.22,20.9,82.0,142,51.9,15.6,54.0,219.0
3638,25,M,180.3,78.9,12.1,78.0,129,52.1,20.6,57.0,239.0
3839,26,F,161.2,47.0,18.5,74.0,124,24.5,25.4,42.0,168.0
2976,27,M,175.0,74.1,15.6,67.0,142,41.7,17.0,55.0,230.0
4683,30,M,181.5,73.9,14.7,60.0,113,50.4,15.7,54.0,242.0
736,21,M,177.6,74.5,78.4,69.0,122,44.9,26.1,59.0,235.0
2176,55,F,156.4,52.8,32.8,99.0,155,19.8,24.1,34.0,134.0
8706,28,M,173.8,78.5,17.3,88.0,119,50.1,19.9,57.0,237.0
11107,59,M,163.7,61.0,17.1,83.0,134,43.1,19.4,49.0,209.0
3715,21,F,167.3,63.5,26.5,71.0,118,35.4,29.9,48.0,183.0
18,26,M,179.9,71.5,9.7,64.0,135,59.6,17.8,61.0,239.0
2868,60,M,174.3,72.9,20.5,50.0,109,38.4,12.1,44.0,158.0
1379,22,F,164.3,53.1,19.9,61.0,121,28.9,23.7,60.0,177.0
8246,48,M,173.7,70.16,12.9,60.0,118,47.1,31.0,50.0,205.0
4240,27,F,159.8,54.8,24.4,55.0,104,27.5,22.7,38.0,191.0
12508,21,F,160.4,53.8,27.5,60.0,108,25.1,21.7,41.0,184.0
10606,45,M,173.7,72.4,15.1,73.0,146,46.3,21.8,53.0,225.0
10020,38,M,183.4,87.3,20.7,79.0,139,54.8,23.6,57.0,240.0
10869,26,M,169.2,70.8,13.9,84.0,122,48.6,15.3,55.0,260.0
9138,26,M,165.8,68.1,19.7,84.0,134,45.4,18.1,57.0,224.0
10694,35,M,177.9,75.5,14.9,90.0,137,50.4,15.1,46.0,237.0
3775,32,M,168.7,73.3,20.2,97.0,151,48.3,21.5,51.0,246.0
8185,23,M,168.5,65.9,12.7,95.0,149,37.5,21.4,62.0,254.0
7974,40,M,172.3,73.0,15.5,71.0,129,46.6,18.1,50.0,242.0
3069,24,F,163.8,52.0,18.0,78.0,115,29.9,25.2,47.0,173.0
13223,42,M,172.4,73.22,17.9,93.0,158,44.7,20.5,54.0,226.0
9431,23,F,157.4,55.9,27.4,73.0,118,26.3,29.4,38.0,200.0
5524,21,M,176.1,82.8,24.9,85.0,137,46.1,17.6,56.0,240.0
442,56,M,173.7,76.3,20.3,77.0,140,45.5,16.5,38.0,215.0
11558,25,F,175.1,59.8,27.0,81.0,120,27.0,29.1,40.0,200.0
6994,27,M,175.6,70.0,8.4,70.0,127,47.7,17.3,53.0,239.0
11218,27,F,162.9,58.7,27.2,79.0,128,31.4,31.1,48.0,186.0
9534,48,F,159.2,45.7,10.3,82.0,117,31.7,34.3,30.0,160.0
12562,25,F,159.7,51.8,21.7,72.0,117,24.3,21.9,34.0,192.0
7818,62,M,164.6,56.4,12.1,77.0,137,35.9,14.0,37.0,187.0
6278,27,M,167.1,67.1,16.5,66.0,125,42.0,22.8,61.0,221.0
1630,26,M,172.0,74.9,26.3,72.0,121,40.3,21.1,62.0,207.0
1414,27,F,162.0,63.1,20.3,67.0,127,29.3,26.9,50.0,185.0
11964,38,F,172.1,57.5,20.4,62.0,110,30.4,30.4,32.0,162.0
11569,57,M,166.1,63.9,14.2,75.0,136,40.0,19.2,51.0,211.0
11709,64,F,155.0,50.0,26.3,62.0,104,21.9,20.3,20.0,142.0
12005,28,M,175.8,65.08,7.2,68.0,103,40.4,16.7,59.0,231.0
1944,22,F,169.0,63.4,27.6,77.0,115,25.8,24.8,61.0,212.0
5200,26,M,173.5,64.28,13.3,80.0,125,51.5,15.3,52.0,211.0
5350,22,F,151.9,45.0,27.7,75.0,117,22.7,27.6,54.0,184.0
1241,24,F,153.8,59.4,29.9,71.0,111,28.4,25.9,46.0,187.0
9186,61,F,156.2,46.2,25.9,60.0,112,26.6,27.8,19.0,129.0
10009,63,M,167.9,67.1,21.1,87.0,148,34.3,13.2,31.0,199.0
6738,31,F,160.7,54.3,27.9,83.0,118,30.3,25.5,33.0,157.0
3161,24,M,173.9,64.0,15.2,79.0,121,42.0,22.0,55.0,252.0
7187,56,M,167.0,65.9,24.8,94.0,156,38.8,20.5,37.0,175.0
2171,60,F,166.8,56.0,18.3,77.0,142,23.7,21.8,31.0,123.0
1211,33,M,174.2,72.8,13.2,83.0,124,53.1,17.0,62.0,253.0
11127,32,M,175.6,79.0,20.3,80.0,137,44.3,16.4,56.0,221.0
5031,40,F,168.5,58.4,22.1,82.0,153,28.8,25.7,41.0,217.0
5745,38,M,165.5,61.1,16.3,55.0,107,45.6,19.4,53.0,254.0
11151,29,M,174.3,77.2,21.1,82.0,131,49.1,15.5,55.0,240.0
