id,class
10980,B
5709,B
13138,B
3868,B
5150,B
12821,B
5841,B
13205,B
5988,B
12848,B
11502,B
6751,B
6749,B
1620,B
4778,B
6439,B
8982,B
3022,B
6083,B
9475,B
12713,B
9291,B
834,B
9717,B
12058,B
7339,B
4877,B
6762,B
3032,B
7007,B
233,B
12591,B
9935,B
3194,B
10354,B
8848,B
10722,B
6710,B
4768,B
901,B
6757,B
5985,B
12498,B
11333,B
11509,B
9183,B
2116,B
7876,B
8165,B
1041,B
8184,B
9538,B
11868,B
12294,B
7244,B
1521,B
7371,B
10246,B
7494,B
10877,B
11986,B
6026,B
5690,B
6713,B
7838,B
6898,B
1013,B
8634,B
9540,B
12937,B
8296,B
9575,B
7321,B
12968,B
10410,B
6237,B
8054,B
4654,B
809,B
5213,B
6027,B
3136,B
4515,B
8940,B
8735,B
8984,B
6243,B
7330,B
6834,B
2718,B
11634,B
7801,B
11912,B
7452,B
8424,B
11713,B
9832,B
9415,B
11542,B
12953,B
3894,B
5055,B
4898,B
9483,B
6357,B
5686,B
4289,B
149,B
13014,B
9766,B
8651,B
7898,B
4183,B
4978,B
8607,B
5288,B
8372,B
2720,B
7709,B
7148,B
6460,B
5520,B
12840,B
11667,B
8196,B
9546,B
2811,B
19,B
6766,B
6206,B
4045,B
9412,B
2885,B
5,B
9090,B
4477,B
12901,B
3548,B
204,B
4314,B
2358,B
2599,B
3006,B
768,B
7210,B
7828,B
12852,B
9857,B
1703,B
6170,B
7560,B
2086,B
7194,B
1936,B
8408,B
11074,B
2797,B
10427,B
11672,B
8271,B
6517,B
8900,B
7644,B
5325,B
10855,B
10899,B
9831,B
2263,B
13002,B
930,B
11590,B
2802,B
2320,B
10216,B
2076,B
9122,B
2464,B
7843,B
594,B
11119,B
11394,B
8717,B
12680,B
6837,B
7410,B
1843,B
11614,B
7527,B
7056,B
2563,B
12992,B
10554,B
11908,B
6570,B
2752,B
7782,B
9612,B
9190,B
282,B
5809,B
10929,B
3097,B
4388,B
6012,B
4895,B
7580,B
2503,B
5033,B
4613,B
10327,B
1343,B
10876,B
7846,B
8740,B
13139,B
3685,B
5439,B
351,B
4305,B
13283,B
3650,B
972,B
8562,B
8922,B
3305,B
423,B
8056,B
6220,B
5250,B
1692,B
12405,B
11781,B
12897,B
4727,B
4694,B
5656,B
2792,B
1320,B
8167,B
3112,B
7731,B
10537,B
5054,B
2168,B
7474,B
176,B
977,B
11230,B
11737,B
2703,B
11287,B
10880,B
3416,B
11771,B
6647,B
6737,B
11177,B
7579,B
481,B
8435,B
13282,B
9759,B
6371,B
6682,B
7635,B
12395,B
2622,B
1570,B
13120,B
80,B
8155,B
115,B
12665,B
8906,B
1881,B
9711,B
5654,B
13164,B
7804,B
12393,B
8818,B
3404,B
11214,B
830,B
11385,B
1795,B
5849,B
10570,B
3221,B
4916,B
4437,B
8665,B
2793,B
12504,B
235,B
1225,B
695,B
12377,B
7632,B
13188,B
11060,B
9891,B
9373,B
7325,B
12749,B
12634,B
1588,B
5226,B
10556,B
3163,B
3757,B
7865,B
10195,B
13279,B
1267,B
8097,B
8371,B
464,B
2121,B
3216,B
4510,B
2975,B
1346,B
2535,B
5169,B
8082,B
7337,B
4917,B
2164,B
9846,B
6556,B
6114,B
1132,B
9715,B
4505,B
5701,B
13260,B
207,B
7538,B
12473,B
6534,B
836,B
5622,B
11267,B
3121,B
9598,B
9934,B
6897,B
10528,B
5149,B
8407,B
6065,B
10737,B
13079,B
7315,B
8695,B
10158,B
5919,B
602,B
7000,B
8866,B
10848,B
10189,B
54,B
10687,B
2587,B
6917,B
1640,B
3699,B
4532,B
4274,B
12695,B
524,B
11487,B
1538,B
1713,B
9203,B
10689,B
10203,B
6303,B
12980,B
9411,B
11968,B
4196,B
4585,B
3399,B
8160,B
5506,B
11289,B
12790,B
11302,B
3311,B
12965,B
2026,B
3499,B
10272,B
1488,B
183,B
12463,B
3142,B
7755,B
3153,B
8355,B
7606,B
10429,B
2392,B
9545,B
11276,B
637,B
11991,B
11866,B
2381,B
985,B
13299,B
11497,B
8583,B
8698,B
5624,B
4966,B
12210,B
1673,B
5167,B
10808,B
9925,B
1960,B
3184,B
3902,B
12564,B
5569,B
12442,B
2810,B
5042,B
3585,B
280,B
7509,B
13156,B
5897,B
5153,B
167,B
10324,B
1412,B
9698,B
13274,B
10538,B
11183,B
4187,B
4937,B
10123,B
12268,B
13337,B
7294,B
2928,B
6411,B
10580,B
4995,B
4470,B
9644,B
11630,B
2643,B
5882,B
6836,B
12263,B
12127,B
9471,B
5124,B
6940,B
3268,B
1624,B
7884,B
1048,B
12544,B
2724,B
11817,B
12468,B
3350,B
6057,B
5222,B
6273,B
138,B
1244,B
726,B
2845,B
6312,B
7345,B
7281,B
1741,B
13200,B
3245,B
7113,B
1130,B
2790,B
12228,B
11874,B
5356,B
8898,B
9912,B
11512,B
12868,B
9330,B
13202,B
11927,B
970,B
2867,B
10790,B
6528,B
12830,B
3264,B
8736,B
1820,B
10546,B
6712,B
6067,B
6350,B
1227,B
11411,B
8687,B
10540,B
3316,B
8656,B
12002,B
8482,B
8304,B
3345,B
664,B
6684,B
5496,B
6761,B
10276,B
13157,B
2751,B
3087,B
10221,B
4071,B
1674,B
4120,B
12251,B
7943,B
4889,B
5409,B
1629,B
2294,B
447,B
8639,B
12501,B
10809,B
12537,B
6942,B
732,B
514,B
6947,B
120,B
11712,B
1529,B
6626,B
11800,B
2031,B
1496,B
2875,B
1276,B
12074,B
9933,B
4993,B
1599,B
7368,B
1111,B
4936,B
3451,B
5786,B
11524,B
8725,B
12239,B
9238,B
7421,B
9571,B
13311,B
10253,B
799,B
11040,B
11184,B
6061,B
4773,B
8708,B
12512,B
8071,B
9311,B
3555,B
3520,B
2467,B
12714,B
3072,B
6488,B
10690,B
11039,B
9038,B
9674,B
79,B
886,B
319,B
3983,B
10954,B
1298,B
10317,B
8854,B
11793,B
12489,B
111,B
454,B
3468,B
10135,B
5036,B
4782,B
5195,B
5823,B
1866,B
1166,B
10310,B
9426,B
5117,B
557,B
2532,B
1081,B
4127,B
826,B
912,B
3663,B
6201,B
1872,B
9853,B
10110,B
12565,B
8785,B
3498,B
2693,B
1457,B
11149,B
10299,B
8170,B
7691,B
4175,B
1154,B
9690,B
293,B
2836,B
1271,B
12983,B
12987,B
9514,B
2476,B
1947,B
9620,B
3134,B
4954,B
4507,B
9566,B
13150,B
2864,B
4405,B
11208,B
8510,B
10156,B
884,B
13251,B
5619,B
9802,B
8322,B
2410,B
6168,B
1232,B
7153,B
871,B
13259,B
11248,B
13132,B
3244,B
10571,B
12307,B
3005,B
10965,B
4448,B
4907,B
4123,B
11762,B
6844,B
8579,B
11378,B
6085,B
5299,B
9333,B
601,B
3206,B
7191,B
12475,B
3958,B
1427,B
10421,B
10367,B
11893,B
692,B
5281,B
9493,B
441,B
4973,B
6921,B
4486,B
10287,B
7970,B
7127,B
5232,B
1860,B
4903,B
580,B
165,B
5549,B
1437,B
10501,B
8494,B
7774,B
8364,B
8632,B
13025,B
11353,B
10041,B
10596,B
10977,B
7391,B
8522,B
5937,B
2368,B
10608,B
2160,B
13295,B
10780,B
539,B
6423,B
8822,B
2299,B
10390,B
8312,B
5725,B
9459,B
1679,B
2038,B
4118,B
11929,B
4822,B
13081,B
9395,B
2530,B
3837,B
13104,B
2110,B
3618,B
10364,B
10958,B
12291,B
9461,B
4797,B
13340,B
9469,B
1266,B
5564,B
7131,B
565,B
2573,B
12346,B
10149,B
7849,B
11480,B
7738,B
8718,B
12772,B
11440,B
7834,B
5935,B
7666,B
11081,B
12462,B
3071,B
8865,B
9127,B
3128,B
4825,B
1339,B
3110,B
12701,B
10833,B
697,B
9168,B
10612,B
9551,B
1273,B
1805,B
9919,B
11134,B
8894,B
2881,B
5890,B
3705,B
8957,B
8996,B
4443,B
6731,B
7214,B
3771,B
1935,B
13027,B
5648,B
2138,B
7924,B
9829,B
2420,B
3587,B
4103,B
4403,B
1179,B
7448,B
6146,B
3764,B
7178,B
2413,B
5484,B
10302,B
10420,B
5282,B
12507,B
6272,B
12277,B
10558,B
547,B
7823,B
6543,B
5944,B
7934,B
7186,B
3925,B
4485,B
12592,B
852,B
7564,B
316,B
3049,B
10309,B
6068,B
5381,B
9720,B
4590,B
1948,B
10642,B
9136,B
4433,B
2963,B
8559,B
3078,B
3784,B
7523,B
11462,B
4111,B
838,B
12616,B
1387,B
2308,B
418,B
5860,B
5682,B
11818,B
3783,B
803,B
10100,B
5766,B
12600,B
6122,B
5965,B
238,B
6978,B
12797,B
7063,B
13331,B
1555,B
10595,B
10443,B
9532,B
11451,B
5981,B
4980,B
11010,B
6689,B
2348,B
11156,B
5334,B
13219,B
4200,B
10569,B
743,B
11517,B
6074,B
3884,B
10249,B
11088,B
2290,B
7693,B
5989,B
8518,B
11138,B
8557,B
7816,B
2899,B
13388,B
13135,B
6500,B
3464,B
2887,B
3812,B
7271,B
7312,B
8799,B
12110,B
3923,B
12391,B
13065,B
968,B
7688,B
2198,B
4318,B
6024,B
8564,B
11063,B
3224,B
3030,B
2113,B
11556,B
9724,B
5247,B
11103,B
3484,B
10936,B
5196,B
5820,B
2689,B
7196,B
4961,B
3501,B
6560,B
4815,B
4192,B
13367,B
573,B
2705,B
13059,B
4089,B
3558,B
5100,B
4,B
1494,B
3528,B
2840,B
7607,B
10515,B
216,B
12035,B
4832,B
13152,B
11594,B
3850,B
4610,B
8907,B
549,B
2658,B
6840,B
13342,B
3723,B
4078,B
3296,B
3883,B
9268,B
4239,B
201,B
7219,B
2128,B
12988,B
12966,B
4882,B
7011,B
9761,B
9848,B
1388,B
7980,B
3805,B
2968,B
993,B
2628,B
6165,B
11971,B
6902,B
1345,B
11879,B
403,B
8221,B
11585,B
2986,B
6183,B
2155,B
13020,B
4708,B
4847,B
6294,B
8746,B
7468,B
11802,B
6474,B
11282,B
8558,B
632,B
764,B
10559,B
3718,B
333,B
6000,B
2870,B
10241,B
9153,B
10917,B
6309,B
556,B
6587,B
1263,B
9754,B
11352,B
5151,B
7232,B
10477,B
6009,B
3944,B
5498,B
3651,B
7200,B
2815,B
13384,B
12199,B
4666,B
6383,B
10488,B
7184,B
1614,B
10946,B
2855,B
11283,B
3419,B
8931,B
1096,B
5018,B
2306,B
6744,B
7617,B
3597,B
12458,B
5078,B
5202,B
11511,B
368,B
5011,B
9468,B
7581,B
5810,B
7150,B
12104,B
10115,B
9011,B
1344,B
50,B
7760,B
727,B
11092,B
9748,B
624,B
6931,B
889,B
6395,B
3848,B
11783,B
982,B
8141,B
13186,B
9960,B
12380,B
5462,B
1531,B
11754,B
10385,B
4888,B
8208,B
10791,B
510,B
13212,B
8947,B
12450,B
6169,B
7977,B
1400,B
12314,B
4549,B
12959,B
4548,B
8554,B
6745,B
7618,B
9503,B
11215,B
4106,B
3892,B
6330,B
5869,B
4861,B
12367,B
10271,B
7287,B
6502,B
9525,B
800,B
11584,B
5920,B
8305,B
11775,B
8547,B
2909,B
11315,B
2050,B
5466,B
6691,B
11583,B
10333,B
1724,B
10208,B
10948,B
10964,B
2671,B
11244,B
4431,B
3173,B
10532,B
4803,B
9358,B
3279,B
5179,B
5290,B
1422,B
6965,B
6655,B
2374,B
9967,B
11397,B
1882,B
428,B
1623,B
7328,B
7869,B
10889,B
86,B
4865,B
1294,B
10027,B
3267,B
7856,B
11570,B
412,B
5109,B
69,B
11739,B
5618,B
772,B
8858,B
9008,B
2629,B
7873,B
4079,B
576,B
12583,B
9048,B
3915,B
10426,B
1544,B
512,B
8346,B
1398,B
12359,B
4047,B
2379,B
13008,B
265,B
1530,B
2338,B
5730,B
2228,B
6748,B
5628,B
192,B
13033,B
9274,B
56,B
5567,B
12883,B
156,B
12163,B
6615,B
5097,B
2725,B
4068,B
13060,B
12742,B
10616,B
12023,B
2475,B
5127,B
10362,B
4625,B
9318,B
8063,B
7415,B
1296,B
10565,B
11637,B
5372,B
7697,B
6929,B
7327,B
6334,B
7354,B
8098,B
5376,B
7541,B
735,B
12786,B
12952,B
1498,B
9196,B
2130,B
761,B
205,B
2515,B
3328,B
12443,B
2678,B
4087,B
1739,B
2539,B
4860,B
13077,B
5649,B
6402,B
4270,B
986,B
10725,B
7689,B
10630,B
8847,B
9578,B
4722,B
805,B
11998,B
5531,B
6386,B
2991,B
9859,B
5460,B
4553,B
199,B
5188,B
3395,B
7812,B
10886,B
8252,B
6233,B
7382,B
6856,B
7174,B
5691,B
4635,B
2804,B
1610,B
10659,B
10293,B
10738,B
7392,B
8631,B
391,B
9521,B
409,B
4284,B
6007,B
13325,B
728,B
10683,B
2414,B
9312,B
10422,B
7156,B
11806,B
11308,B
2027,B
12171,B
9260,B
5848,B
8272,B
8676,B
1468,B
7825,B
1164,B
558,B
4438,B
5207,B
1813,B
2126,B
11296,B
11953,B
5126,B
7088,B
9478,B
10388,B
11589,B
11867,B
7332,B
7675,B
8616,B
1632,B
6741,B
2641,B
6908,B
5625,B
1355,B
13125,B
8324,B
9161,B
3421,B
4568,B
3746,B
7679,B
1180,B
9646,B
1012,B
4201,B
12343,B
7284,B
7162,B
5363,B
6559,B
10004,B
7441,B
11675,B
9086,B
8956,B
6325,B
228,B
9985,B
11580,B
6161,B
4559,B
8868,B
6885,B
8264,B
4732,B
317,B
9126,B
12719,B
6572,B
9137,B
3755,B
2557,B
12419,B
10057,B
10726,B
8100,B
3111,B
4291,B
10469,B
1941,B
5475,B
11535,B
4377,B
5818,B
13118,B
8517,B
10935,B
8633,B
13317,B
4717,B
6798,B
4018,B
5231,B
1504,B
1356,B
10708,B
9477,B
7488,B
7521,B
7749,B
1658,B
3060,B
5878,B
7817,B
3598,B
5163,B
9634,B
7936,B
10724,B
9325,B
8850,B
5894,B
4787,B
2370,B
7630,B
9107,B
2181,B
6300,B
4348,B
9507,B
2035,B
1074,B
4642,B
5395,B
6103,B
2650,B
8062,B
7665,B
518,B
4117,B
12951,B
6648,B
11513,B
8188,B
12219,B
8215,B
12828,B
9899,B
12111,B
9265,B
5991,B
20,B
9264,B
12081,B
11334,B
579,B
10321,B
8419,B
8815,B
12757,B
13172,B
1627,B
8843,B
4266,B
819,B
2147,B
371,B
3725,B
6136,B
11736,B
4606,B
12029,B
3546,B
11607,B
1709,B
7165,B
2073,B
3411,B
6583,B
5545,B
12203,B
13084,B
8460,B
11849,B
168,B
9109,B
4295,B
11292,B
6939,B
5066,B
12927,B
3832,B
6859,B
9594,B
4065,B
9441,B
5171,B
12815,B
4473,B
3634,B
2842,B
7155,B
4164,B
3870,B
2682,B
7529,B
8841,B
10600,B
2982,B
8807,B
4691,B
10716,B
9420,B
7915,B
9145,B
1932,B
13385,B
3818,B
5950,B
4896,B
10547,B
3823,B
11301,B
12629,B
10699,B
1485,B
6790,B
7188,B
315,B
10118,B
5986,B
4330,B
3858,B
5868,B
2916,B
11269,B
3743,B
10312,B
7803,B
10545,B
10160,B
4069,B
161,B
11582,B
3573,B
2606,B
8381,B
3855,B
10248,B
10292,B
1251,B
3051,B
11388,B
7627,B
12671,B
1144,B
1169,B
8724,B
9327,B
7167,B
5275,B
3465,B
8566,B
3301,B
7004,B
1812,B
3740,B
7060,B
1893,B
6707,B
2600,B
11085,B
9304,B
11965,B
5096,B
4014,B
1397,B
9838,B
5037,B
4603,B
11454,B
1470,B
13347,B
3108,B
10838,B
7519,B
10802,B
3574,B
11831,B
1524,B
4992,B
11362,B
4715,B
6047,B
10494,B
676,B
5732,B
12904,B
951,B
5720,B
1641,B
3004,B
5256,B
13101,B
11026,B
7626,B
2768,B
540,B
9905,B
12926,B
9065,B
8047,B
9713,B
12409,B
3187,B
9611,B
3907,B
5765,B
2927,B
2661,B
2322,B
2107,B
2019,B
7099,B
11414,B
2783,B
6711,B
9916,B
7999,B
12494,B
12187,B
8122,B
8709,B
10623,B
12556,B
12493,B
9947,B
900,B
4932,B
3273,B
3280,B
1419,B
1645,B
8,B
4933,B
1575,B
12624,B
4104,B
12312,B
5629,B
1464,B
11418,B
3606,B
5945,B
10205,B
7479,B
4046,B
6821,B
6796,B
7002,B
1983,B
12513,B
4275,B
12557,B
1840,B
12162,B
4487,B
7694,B
10568,B
9241,B
5047,B
12454,B
2177,B
344,B
9370,B
11356,B
1590,B
3181,B
11714,B
11342,B
9387,B
3445,B
6540,B
5710,B
9360,B
10288,B
7769,B
6039,B
548,B
11105,B
671,B
6329,B
13040,B
13087,B
10763,B
2238,B
3229,B
2459,B
10193,B
9198,B
10475,B
7503,B
4475,B
6048,B
10959,B
4800,B
1573,B
7036,B
7707,B
11942,B
796,B
7023,B
7903,B
3891,B
3252,B
2405,B
914,B
128,B
823,B
1646,B
9356,B
2644,B
9767,B
9794,B
3561,B
10107,B
3570,B
244,B
11567,B
11377,B
3900,B
11417,B
11891,B
6663,B
2180,B
3076,B
2665,B
6230,B
1357,B
7992,B
5091,B
6184,B
7395,B
3288,B
12860,B
8203,B
2772,B
6991,B
2279,B
9155,B
10953,B
9021,B
4384,B
4700,B
7728,B
2203,B
2615,B
753,B
196,B
3658,B
9072,B
12781,B
4056,B
3414,B
3568,B
1975,B
5026,B
3020,B
12287,B
9235,B
7703,B
8394,B
9632,B
13284,B
7042,B
2403,B
9487,B
6149,B
11235,B
13379,B
9346,B
6567,B
4090,B
12747,B
12460,B
12157,B
9046,B
6319,B
9733,B
5111,B
7875,B
1626,B
12993,B
575,B
3799,B
6680,B
2485,B
5996,B
8782,B
1257,B
4180,B
5926,B
6186,B
9712,B
6179,B
7451,B
11649,B
9152,B
9798,B
4224,B
11642,B
12705,B
5113,B
4678,B
9397,B
4771,B
1322,B
5361,B
85,B
8239,B
2384,B
1890,B
11242,B
7701,B
4091,B
7456,B
11926,B
7991,B
8763,B
3967,B
11241,B
6385,B
10551,B
389,B
2300,B
7101,B
4300,B
7138,B
6038,B
11481,B
496,B
1808,B
6524,B
7600,B
7961,B
7381,B
1611,B
6417,B
7245,B
7586,B
1052,B
8427,B
6972,B
11216,B
12411,B
2709,B
11779,B
1560,B
9082,B
4997,B
11221,B
4133,B
1118,B
10767,B
10244,B
9139,B
10339,B
1540,B
9872,B
4131,B
4389,B
2943,B
2888,B
6432,B
2014,B
9428,B
9658,B
7710,B
13363,B
1714,B
2429,B
9936,B
12766,B
2207,B
9989,B
3849,B
1258,B
733,B
13357,B
7944,B
6667,B
4080,B
4144,B
2337,B
627,B
8964,B
12482,B
6426,B
979,B
11453,B
2676,B
7590,B
3756,B
6447,B
1938,B
3525,B
1220,B
6388,B
7098,B
4607,B
10598,B
8613,B
11904,B
11284,B
5652,B
5412,B
65,B
5485,B
11541,B
3623,B
11358,B
10084,B
4306,B
10830,B
1797,B
8028,B
4439,B
8300,B
4990,B
12242,B
4819,B
8789,B
1319,B
2625,B
10741,B
2055,B
3398,B
292,B
108,B
5468,B
3001,B
2553,B
11247,B
5773,B
8745,B
1050,B
12218,B
2584,B
6536,B
10185,B
6414,B
4088,B
1855,B
9697,B
6538,B
9302,B
3327,B
9182,B
2206,B
12670,B
11006,B
3904,B
3819,B
4027,B
7240,B
1523,B
4029,B
2281,B
4254,B
5746,B
11434,B
9128,B
12371,B
1205,B
3138,B
4163,B
8089,B
1449,B
1683,B
2886,B
3217,B
4765,B
9104,B
4805,B
4279,B
8664,B
3702,B
5251,B
2634,B
12370,B
10604,B
9639,B
7777,B
5763,B
4887,B
1270,B
8817,B
7308,B
5952,B
7084,B
8050,B
12216,B
4977,B
1907,B
5258,B
8869,B
5025,B
6634,B
4569,B
7141,B
2677,B
6792,B
9419,B
8821,B
3025,B
10766,B
2134,B
6721,B
6360,B
7340,B
94,B
1197,B
4730,B
5914,B
11952,B
2726,B
1946,B
4360,B
6862,B
8101,B
6814,B
978,B
10002,B
4593,B
5210,B
381,B
9462,B
11508,B
1030,B
363,B
7298,B
1247,B
2153,B
13109,B
7559,B
2226,B
11538,B
24,B
10258,B
9999,B
2786,B
4848,B
7262,B
8483,B
4692,B
2925,B
8426,B
2578,B
345,B
10462,B
10730,B
1217,B
5088,B
6228,B
143,B
7871,B
3989,B
6953,B
5871,B
4735,B
5817,B
12703,B
11940,B
11519,B
6,B
2182,B
10628,B
117,B
4076,B
99,B
9184,B
8235,B
8332,B
3521,B
12492,B
10868,B
9131,B
8935,B
9813,B
7364,B
7911,B
12113,B
7353,B
9683,B
7789,B
8902,B
11692,B
4154,B
12721,B
2461,B
6656,B
9114,B
11978,B
11147,B
4269,B
3899,B
4232,B
10008,B
10130,B
12402,B
6314,B
4043,B
9423,B
2275,B
182,B
158,B
11012,B
4600,B
2352,B
2740,B
1108,B
11543,B
2234,B
4974,B
4653,B
7743,B
2911,B
2004,B
144,B
8916,B
5978,B
646,B
8003,B
6726,B
5007,B
475,B
10483,B
2297,B
12737,B
3539,B
2249,B
9751,B
8635,B
12827,B
8370,B
8712,B
9029,B
3148,B
5680,B
4884,B
8980,B
12086,B
4363,B
1736,B
4755,B
6679,B
8331,B
3065,B
10382,B
9375,B
3255,B
7015,B
5051,B
5847,B
10054,B
4113,B
7636,B
4594,B
3247,B
2978,B
4655,B
4960,B
765,B
1684,B
2965,B
10521,B
11549,B
3140,B
9287,B
13105,B
5453,B
3778,B
7736,B
3811,B
10386,B
2863,B
13174,B
8643,B
4574,B
13045,B
5941,B
4837,B
9444,B
6659,B
11199,B
841,B
3942,B
12582,B
8421,B
4427,B
4480,B
5131,B
1392,B
5075,B
8358,B
12913,B
10675,B
498,B
3580,B
10765,B
3677,B
6211,B
12683,B
11050,B
11232,B
10180,B
774,B
4151,B
8611,B
9685,B
3851,B
6193,B
3791,B
12831,B
4985,B
7378,B
7116,B
11354,B
11690,B
8076,B
12436,B
8758,B
3202,B
5110,B
6156,B
4842,B
7973,B
12813,B
7687,B
1116,B
3385,B
2452,B
12180,B
13199,B
7082,B
7917,B
2548,B
2719,B
1775,B
5612,B
3119,B
12344,B
6441,B
2947,B
4465,B
1071,B
10190,B
9692,B
9308,B
5220,B
8103,B
1454,B
12888,B
5425,B
12944,B
4256,B
5741,B
7001,B
4096,B
8341,B
2824,B
11811,B
8405,B
6661,B
6579,B
7928,B
9242,B
12135,B
8270,B
10664,B
11646,B
945,B
11458,B
7520,B
11970,B
5802,B
2949,B
8497,B
6242,B
2685,B
3256,B
5673,B
9530,B
8123,B
3592,B
3370,B
7827,B
5815,B
7830,B
8526,B
6637,B
7370,B
10789,B
7466,B
8088,B
12170,B
5659,B
3400,B
12923,B
12520,B
6980,B
11084,B
7239,B
6687,B
12088,B
4167,B
13012,B
6191,B
1906,B
460,B
13195,B
5947,B
8800,B
8326,B
5997,B
3381,B
2084,B
3106,B
1769,B
11425,B
5584,B
10853,B
3362,B
6829,B
5002,B
3646,B
3174,B
10124,B
8411,B
11057,B
11922,B
13159,B
6435,B
6250,B
2199,B
12812,B
12038,B
13182,B
6328,B
1838,B
4011,B
10770,B
5482,B
3569,B
6399,B
10626,B
8689,B
8936,B
8516,B
8990,B
9505,B
9176,B
3681,B
5307,B
6133,B
10677,B
6120,B
11671,B
9142,B
326,B
3207,B
7199,B
2506,B
10900,B
12415,B
4429,B
6147,B
9357,B
5553,B
419,B
3166,B
4513,B
12046,B
9402,B
3872,B
10714,B
9927,B
1207,B
1572,B
3853,B
7895,B
6894,B
5727,B
1910,B
3838,B
3986,B
11068,B
6832,B
4060,B
2973,B
8795,B
6770,B
13049,B
7029,B
5526,B
13154,B
7859,B
2640,B
7778,B
1617,B
1980,B
1218,B
7222,B
2382,B
12559,B
4008,B
7467,B
7291,B
11117,B
294,B
4824,B
5176,B
415,B
9049,B
9435,B
12026,B
7487,B
6284,B
12052,B
6537,B
546,B
3821,B
1436,B
4899,B
306,B
12068,B
1595,B
7295,B
853,B
241,B
2697,B
12529,B
8314,B
7461,B
8458,B
11355,B
4251,B
7309,B
2667,B
3953,B
6252,B
2484,B
8382,B
13222,B
7658,B
2784,B
10938,B
11943,B
12042,B
9167,B
7385,B
2235,B
7404,B
11767,B
10171,B
4422,B
8742,B
3312,B
2191,B
11110,B
3738,B
2730,B
3048,B
6882,B
121,B
4179,B
3283,B
4910,B
4776,B
1481,B
3817,B
3249,B
7997,B
5938,B
2743,B
1150,B
11491,B
12620,B
13032,B
4529,B
11728,B
9170,B
7034,B
10222,B
9868,B
11887,B
6847,B
6111,B
3930,B
4148,B
12262,B
13383,B
12627,B
6316,B
9282,B
10448,B
5198,B
5538,B
9087,B
7198,B
7815,B
8145,B
5555,B
13100,B
710,B
5927,B
3318,B
9232,B
11903,B
9328,B
10119,B
5749,B
2042,B
2486,B
12374,B
13229,B
11834,B
1649,B
9972,B
6966,B
722,B
2457,B
3635,B
10207,B
2020,C
10051,C
11846,C
1243,C
6288,C
7407,C
3679,C
12189,C
12256,C
1958,C
4665,C
8477,C
10450,C
4301,C
494,C
11564,C
8147,C
12778,C
321,C
1784,C
11025,C
6755,C
5588,C
6135,C
12775,C
10795,C
13393,C
11516,C
301,C
7411,C
9928,C
4461,C
3814,C
6154,C
9714,C
1415,C
11207,C
13145,C
9088,C
1619,C
974,C
12296,C
2765,C
10036,C
4040,C
3222,C
2934,C
8534,C
5416,C
10485,C
3991,C
10188,C
12717,C
12816,C
12589,C
1024,C
7695,C
3666,C
12441,C
10409,C
10903,C
1431,C
221,C
450,C
2905,C
1818,C
5073,C
6675,C
432,C
9983,C
10875,C
3190,C
5602,C
463,C
4707,C
4209,C
160,C
8567,C
5573,C
4010,C
133,C
8463,C
2218,C
10529,C
10691,C
1452,C
2106,C
6033,C
9755,C
11162,C
5807,C
7264,C
5908,C
12876,C
13252,C
2477,C
6717,C
6365,C
12207,C
12521,C
2401,C
7611,C
7886,C
10818,C
11663,C
10090,C
6400,C
8226,C
7552,C
9743,C
9219,C
14,C
1026,C
3753,C
13354,C
1915,C
12841,C
7495,C
13373,C
2639,C
12922,C
1697,C
10793,C
7842,C
430,C
7651,C
4482,C
7040,C
5585,C
7706,C
10014,C
5747,C
9559,C
3423,C
12272,C
790,C
7453,C
2602,C
1309,C
9856,C
10653,C
2371,C
7180,C
5262,C
1509,C
3909,C
7390,C
9876,C
5020,C
262,C
9403,C
10058,C
13376,C
11746,C
1688,C
3576,C
10375,C
2143,C
7550,C
12204,C
5177,C
9500,C
7120,C
11946,C
7571,C
3363,C
6030,C
13286,C
7733,C
12202,C
2980,C
12652,C
2652,C
12997,C
11742,C
10873,C
8338,C
12437,C
10322,C
4335,C
4956,C
12299,C
3662,C
2036,C
11592,C
8950,C
1421,C
11365,C
11892,C
4416,C
1295,C
8018,C
12605,C
6331,C
1264,C
439,C
8574,C
8640,C
11785,C
12855,C
13178,C
2577,C
2914,C
1299,C
5688,C
1845,C
3353,C
9158,C
13163,C
7299,C
4577,C
696,C
8508,C
340,C
9625,C
4757,C
13190,C
1589,C
13377,C
3918,C
948,C
11327,C
9472,C
6954,C
6143,C
155,C
7440,C
4181,C
159,C
4484,C
12434,C
2800,C
29,C
366,C
890,C
10170,C
3776,C
11764,C
2738,C
759,C
7293,C
9862,C
10077,C
1650,C
2492,C
7952,C
897,C
8496,C
916,C
1676,C
12932,C
4406,C
976,C
1349,C
10992,C
705,C
2727,C
11643,C
12587,C
5411,C
220,C
8804,C
2771,C
12247,C
4560,C
4864,C
11852,C
9486,C
1757,C
2016,C
2470,C
97,C
10028,C
7016,C
2831,C
9015,C
269,C
10046,C
1136,C
8784,C
11264,C
12338,C
13374,C
8180,C
7850,C
11126,C
741,C
6287,C
7053,C
12045,C
8705,C
10304,C
9951,C
4679,C
4661,C
762,C
179,C
12844,C
3021,C
12795,C
8000,C
9815,C
9414,C
4445,C
6820,C
12811,C
5284,C
3192,C
913,C
8030,C
12523,C
5962,C
7678,C
202,C
2286,C
157,C
5236,C
8775,C
1341,C
8489,C
7384,C
11870,C
435,C
8820,C
